['西瓜'],['山东济宁市梁山县'],['0.85元/斤']
['西瓜'],['山东济宁市鱼台县'],['0.36元/斤']
['西瓜'],['山东临沂市莒南县'],['1.53元/斤']
['西瓜'],['山东聊城市东昌府区'],['0.85元/斤']
['西瓜'],['山东聊城市莘县'],['1.4元/斤']
['西瓜'],['河南郑州市中牟县'],['0.55元/斤']
['西瓜'],['河南开封市祥符区'],['0.85元/斤']
['西瓜'],['河南开封市通许县'],['0.47元/斤']
['西瓜'],['河南商丘市夏邑县'],['1.13元/斤']
['西瓜'],['河南商丘市睢阳区'],['0.68元/斤']
['西瓜'],['河南周口市扶沟县'],['0.43元/斤']
['西瓜'],['湖北襄阳市宜城市'],['0.43元/斤']
['西瓜'],['湖北荆州市公安县'],['0.51元/斤']
['西瓜'],['广东湛江市雷州市'],['0.43元/斤']
['西瓜'],['广东阳江市阳西县'],['1.28元/斤']
['西瓜'],['广西南宁市江南区'],['0.6元/斤']
['西瓜'],['广西玉林市博白县'],['0.88元/斤']
['西瓜'],['广西崇左市扶绥县'],['0.47元/斤']
['西瓜'],['重庆市潼南区'],['1.7元/斤']
['西瓜'],['四川攀枝花市东区'],['1.28元/斤']
['西瓜'],['云南昆明市官渡区'],['1.02元/斤']
['西瓜'],['云南丽江市华坪县'],['0.55元/斤']
['西瓜'],['云南红河哈尼族彝族自治州建水县'],['0.62元/斤']
['西瓜'],['云南西双版纳傣族自治州景洪市'],['0.85元/斤']
['西瓜'],['陕西渭南市临渭区'],['1.02元/斤']
['西瓜'],['陕西安康市平利县'],['0.43元/斤']
['西瓜'],['甘肃金昌市金川区'],['1.53元/斤']
['西瓜'],['甘肃庆阳市宁县'],['1.11元/斤']
['西瓜'],['宁夏吴忠市利通区'],['1.32元/斤']
['西瓜'],['宁夏固原市彭阳县'],['0.34元/斤']
['西瓜'],['新疆昌吉回族自治州呼图壁县'],['0.38元/斤']
['黄皮西瓜'],['安徽宿州市埇桥区'],['0.85元/斤']
['黄皮西瓜'],['安徽宿州市砀山县'],['0.85元/斤']
['崩瓜'],['湖北襄阳市宜城市'],['0.43元/斤']
['双星西瓜'],['安徽宿州市砀山县'],['0.6元/斤']
['双星西瓜'],['河南开封市祥符区'],['0.49元/斤']
['麒麟瓜'],['山西运城市夏县'],['1.28元/斤']
['麒麟瓜'],['山西忻州市忻府区'],['0.45元/斤']
['麒麟瓜'],['江苏徐州市睢宁县'],['1.7元/斤']
['麒麟瓜'],['江苏盐城市东台市'],['1.11元/斤']
['麒麟瓜'],['江苏盐城市大丰区'],['1.15元/斤']
['麒麟瓜'],['安徽宿州市砀山县'],['0.82元/斤']
['麒麟瓜'],['江西南昌市进贤县'],['1.28元/斤']
['麒麟瓜'],['山东临沂市沂水县'],['0.77元/斤']
['麒麟瓜'],['河南开封市通许县'],['0.57元/斤']
['西瓜'],['河北邯郸市丛台区'],['0.43元/斤']
['西瓜'],['河北邯郸市永年区'],['1.11元/斤']
['西瓜'],['山西运城市夏县'],['0.43元/斤']
['西瓜'],['吉林长春市公主岭市'],['0.26元/斤']
['西瓜'],['吉林松原市乾安县'],['0.26元/斤']
['西瓜'],['江苏盐城市东台市'],['1.25元/斤']
['西瓜'],['江苏宿迁市沭阳县'],['0.6元/斤']
['西瓜'],['福建宁德市霞浦县'],['1.11元/斤']
['西瓜'],['江西新余市渝水区'],['0.6元/斤']
['西瓜'],['江西宜春市樟树市'],['0.38元/斤']
['西瓜'],['江西宜春市高安市'],['0.68元/斤']
['西瓜'],['山东潍坊市临朐县'],['0.77元/斤']
['西瓜'],['山东潍坊市寒亭区'],['0.6元/斤']
['西瓜'],['山东潍坊市昌乐县'],['1.11元/斤']
['西瓜'],['山东潍坊市青州市'],['1.37元/斤']
